Specimen ID,NCBI Accession Number,WGS ID,AST Approved,WGS Approved,Genus,Species,Serotype,Data Year,Region Name,Resistance Pattern,Resistance Determinants,Predictive Resistance Pattern,AMP Rslt,AMP Concl,AUG Rslt,AUG Concl,AXO Rslt,AXO Concl,CHL Rslt,CHL Concl,FIS Rslt,FIS Concl,FOX Rslt,FOX Concl,TET Rslt,TET Concl
2019AM-3505,SAMN13842431,PNUSAS128313,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-3504,SAMN13659086,PNUSAS124058,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-3623,SAMN13675606,PNUSAS124891,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,ASSuT,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 tet(B) ,ASSuT,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2020AM-0015,SAMN14214428,PNUSAS130349,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-3673,SAMN13613825,PNUSAS123302,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,8,S,4,S
2019AM-3554,SAMN13795875,PNUSAS127714,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,ACSSuTAuCxFox,No determinants detected,No determinants detected,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2019AM-3555,SAMN13221324,PNUSAS114132,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,32,R,32,R,256,R,32,R,32,R
2019AM-3694,SAMN13615460,PNUSAS123320,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 9,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,16,I,16,S,4,S,4,S
2019AM-3964,SAMN13352894,PNUSAS118208,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,1,S,4,S
2019AM-3965,SAMN13390189,PNUSAS119026,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-3966,SAMN13208481,PNUSAS114205,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-3967,SAMN13513934,PNUSAS121315,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-3968,SAMN13672720,PNUSAS124639,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-3969,SAMN13685009,PNUSAS125463,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-3970,SAMN14056240,PNUSAS133506,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-0043,SAMN14052580,PNUSAS133468,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0082,SAMN14234229,PNUSAS136467,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0315,SAMN13935714,PNUSAS130859,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1047,SAMN15075884,PNUSAS145918,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,2,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1476,SAMN15774973,PNUSAS158892,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,8,S,4,S
2020AM-1477,SAMN16451247,PNUSAS175486,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-0112,SAMN14371232,PNUSAS138444,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-2234,SAMN16517345,PNUSAS176714,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,32,S,4,S,4,S
2020AM-2235,SAMN17187169,PNUSAS187452,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2020AM-0755,SAMN13979586,PNUSAS132911,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-0756,SAMN14414781,PNUSAS139312,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-0705,SAMN14088139,PNUSAS134356,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,ACSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,8,S,32,R
2020AM-0129,SAMN14406975,PNUSAS139231,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0128,SAMN14315870,PNUSAS137572,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0122,SAMN16879395,PNUSAS182233,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,16,I,256,R,4,S,4,S
2020AM-0459,SAMN16947101,PNUSAS182557,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 10,ACSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2020AM-0191,SAMN14343704,PNUSAS138099,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 8,ASuAuCxFox,blaCMY-2 sul2 ,ASuAuCxTioFox,32,R,32,R,32,R,8,S,256,R,32,R,4,S
2020AM-0192,SAMN15514474,PNUSAS152552,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 8,ASuAuCxFox,blaCMY-2 sul2 ,ASuAuCxTioFox,32,R,32,R,32,R,8,S,256,R,32,R,4,S
2020AM-0302,SAMN16063481,PNUSAS165279,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-0303,SAMN17015242,PNUSAS183556,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0203,SAMN13910387,PNUSAS130712,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,ACSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2020AM-0204,SAMN14506519,PNUSAS140548,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,AAuCx,blaCMY-2 ,AAuCxTioFox,32,R,32,R,4,R,8,S,16,S,16,I,4,S
2020AM-0205,SAMN15728686,PNUSAS157939,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0206,SAMN16134480,PNUSAS167311,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0984,SAMN16776535,PNUSAS180076,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,ACSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2020AM-0985,SAMN16947077,PNUSAS182532,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0426,SAMN14205979,PNUSAS136208,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2020AM-0441,SAMN15248533,PNUSAS147977,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0442,SAMN15968978,PNUSAS164832,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0288,SAMN14933828,PNUSAS143172,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,T,tet(B) ,T,2,S,2,S,0.25,S,8,S,16,S,8,S,32,R
2020AM-0393,SAMN14546260,PNUSAS141187,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,ACSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,64,R,32,R,256,R,32,R,32,R
2020AM-0508,SAMN14079042,PNUSAS133945,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0517,SAMN13929439,PNUSAS129570,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0522,SAMN14375430,PNUSAS138392,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0492,SAMN14486522,PNUSAS140225,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0666,SAMN14206742,PNUSAS136285,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 8,No resistance detected,aac(3)-VIa ant(3'')-Ia blaHERA-3 ,ASGen,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1533,SAMN15746978,PNUSAS157684,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1534,SAMN15801370,PNUSAS160126,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1535,SAMN15845944,PNUSAS161032,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1536,SAMN15932185,PNUSAS163774,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-2534,SAMN16709358,PNUSAS179699,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2020AM-2535,SAMN17264818,PNUSAS188251,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1125,SAMN13947683,PNUSAS132119,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1126,SAMN14550056,PNUSAS141123,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,ACSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2020AM-0562,SAMN14382719,PNUSAS138753,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0832,SAMN16589005,PNUSAS138183,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0807,SAMN15565564,PNUSAS153660,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1268,SAMN15627499,PNUSAS155203,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1269,SAMN15672657,PNUSAS156762,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-0903,SAMN15813408,PNUSAS152300,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0887,SAMN15371620,2020K-0455,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2020AM-0888,SAMN15649773,2020K-0536,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2020AM-0881,SAMN15351993,PNUSAS149032,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,ACSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,32,R,32,R,256,R,32,R,32,R
2020AM-1097,SAMN14829438,PNUSAS143285,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1234,SAMN15040055,PNUSAS145380,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1257,SAMN14790085,PNUSAS143210,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1258,SAMN15199055,PNUSAS147130,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1259,SAMN15357937,PNUSAS149160,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1260,SAMN15572310,PNUSAS153762,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1007,SAMN14644755,PNUSAS142088,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1008,SAMN15297627,PNUSAS148309,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1014,SAMN15469633,PNUSAS148900,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1028,SAMN16589008,PNUSAS154469,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-0991,SAMN15469606,PNUSAS151587,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,2,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1132,SAMN15470444,PNUSAS151797,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 10,No resistance detected,qnrB19 ,Cip(I/R),1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1319,SAMN16729844,PNUSAS180219,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1426,SAMN16124980,PNUSAS166655,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1427,SAMN16351463,PNUSAS172000,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1453,SAMN15969074,PNUSAS164858,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1454,SAMN16319682,PNUSAS166558,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 8,ACSuT,aadA2 aph(3')-Ia blaCARB-2 floR sul1 sul1 tet(G) ,ACSSuTKan,32,R,16,I,0.25,S,32,R,256,R,4,S,32,R
2020AM-1881,SAMN17391675,PNUSAS189697,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1883,SAMN15658048,PNUSAS155984,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1885,SAMN16245968,PNUSAS169735,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1547,SAMN15857494,PNUSAS161727,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2020AM-1548,SAMN15969347,PNUSAS164948,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,A,blaTEM-1B ,A,32,R,8,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1605,SAMN15594971,PNUSAS154744,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1549,SAMN16352302,PNUSAS172191,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2020AM-1606,SAMN15948853,PNUSAS164170,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 7,A,blaTEM-1B ,A,32,R,8,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1620,SAMN17010058,PNUSAS156418,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,8,S,4,S
2020AM-1621,SAMN16588757,PNUSAS166642,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1563,SAMN15573445,PNUSAS153816,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1564,SAMN16112597,PNUSAS166453,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1682,SAMN14343145,PNUSAS138041,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,SuT,aph(3'')-Ib aph(6)-Id sul2 tet(A) ,SSuT,1,S,1,S,0.25,S,8,S,256,R,4,S,32,R
2020AM-1683,SAMN15404563,PNUSAS150282,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1684,SAMN16451958,PNUSAS175153,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1735,SAMN16234269,PNUSAS169001,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1736,SAMN16234265,PNUSAS168985,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-1738,SAMN16283637,PNUSAS171045,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1739,SAMN16379419,PNUSAS172797,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-2100,SAMN16416225,PNUSAS174102,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1713,SAMN16728019,PNUSAS180002,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2020AM-2124,SAMN16091383,PNUSAS165639,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2020AM-1914,SAMN16366731,PNUSAS172462,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1965,SAMN15518540,PNUSAS152576,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1966,SAMN15773528,PNUSAS159247,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,SuT,ant(3'')-Ia sul1 tet(A) ,SSuT,2,S,1,S,0.25,S,8,S,256,R,2,S,32,R
2020AM-1967,SAMN15773506,PNUSAS159266,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1969,SAMN16331708,PNUSAS171889,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1925,SAMN15967357,PNUSAS164488,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1926,SAMN16081999,PNUSAS165701,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1928,SAMN16082645,PNUSAS165726,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-1832,SAMN15572321,PNUSAS153766,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-1833,SAMN16062908,PNUSAS165228,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-1834,SAMN16319970,PNUSAS171547,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-2078,SAMN16090688,PNUSAS166020,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2020AM-2153,SAMN16563372,PNUSAS177492,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2020AM-2152,SAMN16562697,PNUSAS177479,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 2,ASu,blaCARB-2 sul1 ,ASu,32,R,16,I,0.25,S,8,S,256,R,16,I,4,S
2020AM-2028,SAMN16238897,PNUSAS160852,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-2029,SAMN16605824,PNUSAS175671,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2020AM-2030,SAMN15507174,PNUSAS152407,yes,yes,Salmonella,enterica,Typhimurium,2020*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
